program	episode	topic	topic2	type	group	irish	meaning	practice_ideas	s_p	m_f	literal_meaning	phonetic	sound	info
BBC	10	Celebrations and Festivals				Lá Fhéile Pádraig	St. Patrick's Day (17th March)							
BBC	10	Celebrations and Festivals				Lá na Máthaireacha	Mother's Day							
BBC	10	Celebrations and Festivals				Lá na hAmadán	April Fool's Day (1st April)							
BBC	10	Celebrations and Festivals				Aoine an Chéasta	Good Friday							
BBC	10	Celebrations and Festivals				Domhnach Cásca	Easter Sunday							
BBC	10	Celebrations and Festivals				Lá na nAithreacha	Father's Day							
BBC	10	Celebrations and Festivals				Oíche Shamhna	Halloween							
BBC	10	Celebrations and Festivals				Oíche Nollag	Christmas Eve							
BBC	10	Celebrations and Festivals				Lá Nollag	Christmas Day							
BBC	10	Celebrations and Festivals				Lá Fhéile Stiofáin	St. Stephen's Day (26th December)							
BBC	10	Celebrations and Festivals				cárta	card							
BBC	10	Celebrations and Festivals				beart	parcel							
BBC	10	Celebrations and Festivals				brat	flag							
BBC	10	Celebrations and Festivals				coinneal	candle							
BBC	10	Celebrations and Festivals				tinte ealaíne	fireworks							
BBC	10	Celebrations and Festivals				tine chnámh	bonfire							
BBC	10	Celebrations and Festivals				bronntanas	gift / present							
BBC	10	Celebrations and Festivals				paráid / mórshiúl	parade							
BBC	10	Celebrations and Festivals				slua / scaifte	crowd							
BBC	10	Celebrations and Festivals				siamsaíocht	entertainment							
BBC	10	Celebrations and Festivals				féile	festival							
BBC	10	Celebrations and Festivals				ceiliúradh	celebration							
BBC	10	Celebrations and Festivals				fleá ceoil	music festival							
BBC	10	Celebrations and Festivals				breithlá / lá breithe	birthday							
BBC	10	Celebrations and Festivals				cóisir	party							
BBC	10	Celebrations and Festivals				cóisir bhreithlae	birthday party							
BBC	10	Celebrations and Festivals				gealltanas pósta	engagement							
BBC	10	Celebrations and Festivals				pósadh / bainis	wedding							
BBC	10	Celebrations and Festivals				mí na meala	honeymoon							
BBC	10	Celebrations and Festivals				baisteadh	christening							
BBC	10	Celebrations and Festivals				bás	death							
BBC	10	Celebrations and Festivals				faire / tórramh	wake							
BBC	10	Celebrations and Festivals				sochraid	funeral							
Giota Beag 1	1	How are you?				giota beag	a little bit					gitta big		
Giota Beag 1	1	How are you?				Fáilte!	Welcome!							
Giota Beag 1	1	How are you?				Éist!	Listen!							
Giota Beag 1	1	How are you?				céad míle fáilte	Hundred thousand welcomes							
Giota Beag 1	1	How are you?				Is mise ...	I am ...							
Giota Beag 1	1	How are you?				Is mise Róisín	I am Róisín							
Giota Beag 1	1	How are you?				Cad é mar atá tú?	Hello How are you?							
Giota Beag 1	1	How are you?				Cad é mar atá Colm?	How's Colm?							
Giota Beag 1	1	How are you?				Tá mé go maith!	I'm well/good!Taa may go mye!							
Giota Beag 1	1	How are you?				Agus tú féin?	And yourself?					Agus tu hain?		
Giota Beag 1	1	How are you?				Go maith	Well							
Giota Beag 1	1	How are you?				Slán!	Bye!							
Giota Beag 1	1	How are you?				Dia duit	Hello							
Giota Beag 1	1	How are you?				> Dia is Muire duit!	Hello to you too							
Giota Beag 1	1	How are you?				Tá fáilte romhat	you're welcome							
Giota Beag 1	1	How are you?				Fáilte go Giota Beag	Welcome to Giota Beag							
Giota Beag 1	2	A cup of coffee please!				go raibh maith agat	Thank you/thanks							
Giota Beag 1	2	A cup of coffee please!				le do thoil	please							
Giota Beag 1	2	A cup of coffee please!				tae	tea							
Giota Beag 1	2	A cup of coffee please!				caifé	coffee							
Giota Beag 1	2	A cup of coffee please!				cupán tae	a cup of tea							
Giota Beag 1	2	A cup of coffee please!				Cupán caifé	a cup of coffee							
Giota Beag 1	2	A cup of coffee please!				Cupán caifé le do thoil	a cup of coffee please							
Giota Beag 1	2	A cup of coffee please!				Tá sé...	it is...					taa shay		
Giota Beag 1	2	A cup of coffee please!				fuar	cold							
Giota Beag 1	2	A cup of coffee please!				fliuch	wet							
Giota Beag 1	2	A cup of coffee please!				te	hot					chay		
Giota Beag 1	2	A cup of coffee please!				+ gaofar	windy					gayfor?		
Giota Beag 1	2	A cup of coffee please!				iontach	extremely / very					inta?		
Giota Beag 1	2	A cup of coffee please!				iontach fuar	very cold							
Giota Beag 1	2	A cup of coffee please!				iontach fliuch	very wet					flyuach??		
Giota Beag 1	2	A cup of coffee please!				iontach te	very hot					ta shay chay		
Giota Beag 1	2	A cup of coffee please!				tá sé i Srón Ramhar	He is in Srón Ramhar / Stranraer							
Giota Beag 1	2	A cup of coffee please!				anois	now							
Giota Beag 1	2	A cup of coffee please!				is maith sin!	that's good! (smashing!)					is maoy shin		
Giota Beag 1	2	A cup of coffee please!				tá	Yes [to agree with the weather]							
Giota Beag 1	3	I like shopping!				Tá mé i mo chónaí	I live					ta may mo howney		
Giota Beag 1	3	I like shopping!				Tá mé ag obair	I am working							
Giota Beag 1	3	I like shopping!				i mBéal Feirste in Béal Feirste	Belfast							
Giota Beag 1	3	I like shopping!				siopadóireacht	shopping							
Giota Beag 1	3	I like shopping!				sacar	soccer							
Giota Beag 1	3	I like shopping!				Is maith liom ...	I like ...							
Giota Beag 1	3	I like shopping!				Is maith liom sacar	I like soccer							
Giota Beag 1	3	I like shopping!				agus	and							
Giota Beag 1	3	I like shopping!				pósta	married							
Giota Beag 1	3	I like shopping!				Tá mé pósta	I'm married							
Giota Beag 1	3	I like shopping!				Níl mé pósta	I'm not married							
Giota Beag 1	3	I like shopping!				mac	son							
Giota Beag 1	3	I like shopping!				iníon	daughter					nying		
Giota Beag 1	3	I like shopping!				Tá mac agam	I have a son							
Giota Beag 1	3	I like shopping!				Tá mac agus iníon agam	I have a son and a daughter							
Giota Beag 1	3	I like shopping!				Oíche mhaith	Good night					e-ha why		
Giota Beag 1	4	Would you like a biscuit?				ar mhaith leat...?	Would you like...?					air why lat?		
Giota Beag 1	4	Would you like a biscuit?				Ba mhaith	Yes [in terms of above]					ba why		
Giota Beag 1	4	Would you like a biscuit?				níor mhaith	No [in terms of above]					nior why		
Giota Beag 1	4	Would you like a biscuit?				ba mhaith liom	I would like							
Giota Beag 1	4	Would you like a biscuit?				níor mhaith liom	I wouldn't like							
Giota Beag 1	4	Would you like a biscuit?				siúcra	sugar							
Giota Beag 1	4	Would you like a biscuit?				bainne	milk							
Giota Beag 1	4	Would you like a biscuit?				briosca	a biscuit					briska		
Giota Beag 1	4	Would you like a biscuit?				ádh mór ort	good luck					???		
Giota Beag 1	5	Wait a minute				gabh mo leithscéal	Excuse me					go ma layskul		
Giota Beag 1	5	Wait a minute				leithreas	toilet					laychras		
Giota Beag 1	5	Wait a minute				cá bhfuil...?	Where is...?							
Giota Beag 1	5	Wait a minute				cá bhfuil an bainne?	Where is the milk?							
Giota Beag 1	5	Wait a minute				cá bhfuil an siúcra?	Where is the sugar?							
Giota Beag 1	5	Wait a minute				cá bhfuil an leithreas?	Where is the toilet?							
Giota Beag 1	5	Wait a minute				cá bhfuil Úna?	Where is Úna?							
Giota Beag 1	5	Wait a minute				níl a fhios agam	I don't know					neil us agam		
Giota Beag 1	5	Wait a minute				cá bhfuil sí?	Where is she?							
Giota Beag 1	5	Wait a minute				cá bhfuil sé?	Where is he?							
Giota Beag 1	5	Wait a minute				cá bhfuil siad?	Where are they?							
Giota Beag 1	5	Wait a minute				cad é mar atá Úna?	How is Úna?							
Giota Beag 1	5	Wait a minute				tá sé go maith	He is well							
Giota Beag 1	5	Wait a minute				tá sí go maith	She is well							
Giota Beag 1	5	Wait a minute				tá siad go maith	They are well							
Giota Beag 1	5	Wait a minute				sa	in the							
Giota Beag 1	5	Wait a minute				sa chuisneoir	in the fridge							
Giota Beag 1	5	Wait a minute				ar an	on the							
Giota Beag 1	5	Wait a minute				ar an tábla	on the table							
Giota Beag 1	5	Wait a minute				thart an coirnéal	around the corner					hort an cornyal		
Giota Beag 1	5	Wait a minute				bomaite	a minute							
Giota Beag 1	5	Wait a minute				fan bomaite	wait a minute							
Giota Beag 1	5	Wait a minute				tá sé ar an tábla	it is on the table							
Giota Beag 1	5	Wait a minute				An bhfuil sé ar an tábla?	Is it on the table?							
Giota Beag 1	6	Take it easy!				NUMBERS								
Giota Beag 1	6	Take it easy!				+Náid	zero							
Giota Beag 1	6	Take it easy!				aon	one							
Giota Beag 1	6	Take it easy!				dó	two							
Giota Beag 1	6	Take it easy!				trí	three							
Giota Beag 1	6	Take it easy!				ceathair	four							
Giota Beag 1	6	Take it easy!				cúig	five							
Giota Beag 1	6	Take it easy!				sé	six							
Giota Beag 1	6	Take it easy!				seacht	seven							
Giota Beag 1	6	Take it easy!				hocht	eight							
Giota Beag 1	6	Take it easy!				naoi	nine							
Giota Beag 1	6	Take it easy!				deich	ten							
Giota Beag 1	6	Take it easy!				aondéag	eleven							
Giota Beag 1	6	Take it easy!				dó dhéag	twelve					doe yeag		
Giota Beag 1	6	Take it easy!				+trí déag	thirteen							
Giota Beag 1	6	Take it easy!				+ceathair déag	fourteen							
Giota Beag 1	6	Take it easy!				+cúig déag	fifteen							
Giota Beag 1	6	Take it easy!				+sé déag	sixteen							
Giota Beag 1	6	Take it easy!				+seacht déag	seventeen							
Giota Beag 1	6	Take it easy!				+hocht déag	eighteen							
Giota Beag 1	6	Take it easy!				+naoi déag	nineteen							
Giota Beag 1	6	Take it easy!				+fiche	twenty					fihha		
Giota Beag 1	6	Take it easy!				+fiche aon?	twenty one					fihha aon		
Giota Beag 1	6	Take it easy!				+triocha	thirty					truck-ah		
Giota Beag 1	6	Take it easy!				+daichead	forty					die-hid/dah-hid		
Giota Beag 1	6	Take it easy!				+caoga	fifty					cway-gah		
Giota Beag 1	6	Take it easy!				+seasca	sixty					shahs-kah		
Giota Beag 1	6	Take it easy!				+seachtó	seventy					shock toe		
Giota Beag 1	6	Take it easy!				+ochtó	eighty					uck toe		
Giota Beag 1	6	Take it easy!				+nócha	ninety					noe-kah		
Giota Beag 1	6	Take it easy!				+céad	hundred					cay-d		
Giota Beag 1	6	Take it easy!				rang	class (or primary)							
Giota Beag 1	6	Take it easy!				rang a sé	class (or primary) six/sixth class							
Giota Beag 1	6	Take it easy!				clár	programme							
Giota Beag 1	6	Take it easy!				clár a sé	programme six							
Giota Beag 1	6	Take it easy!				seomra	room							
Giota Beag 1	6	Take it easy!				seomra a sé	room six							
Giota Beag 1	6	Take it easy!				cá bhfuil seomra a hocht?	where is room eight?							
Giota Beag 1	6	Take it easy!				tóg go bog é!	take it easy					toag go boag ay		
Giota Beag 1	6	Take it easy!				tá sé fuar	It is cold							
Giota Beag 1	6	Take it easy!				An bhfuil sé fuar	Is it cold?							
Giota Beag 1	7	Take it easy!				a haon a chlog	one o' clock							
Giota Beag 1	7	Take it easy!				tá sé a haon a chlog	it's one o' clock							
Giota Beag 1	7	Take it easy!				ceathrú i ndiaidh	a quarter past					ceahroo i nyay		
Giota Beag 1	7	Take it easy!				ceathrú i ndiaidh a haon	a quarter past one							
Giota Beag 1	7	Take it easy!				leath i ndiaidh	half past					la i nyay		
Giota Beag 1	7	Take it easy!				leath i ndiaidh a haon	half past one					la i nyay		
Giota Beag 1	7	Take it easy!				Dean deifir.	Hurry up.					Jan jeffer		
Giota Beag 1	7	Take it easy!				Tá muid mall	We're late							
Giota Beag 1	7	Take it easy!				Dean deifir. Tá muid mall	Hurry up. We're late							
Giota Beag 1	7	Take it easy!				Cén t-am é?	What time is it?							
Giota Beag 1	7	Take it easy!				Cén t-am?	What time?							
Giota Beag 1	7	Take it easy!				ban	white					buan		
Giota Beag 1	7	Take it easy!				buí	yellow					bwee		
Giota Beag 1	7	Take it easy!				glas	green							
Giota Beag 1	7	Take it easy!				gorm	blue					gorim??		
Giota Beag 1	7	Take it easy!				dubh	black					doo??		
Giota Beag 1	8	Days of the week				ceathrú go dtí	a quarter to					ceahroo go gee		
Giota Beag 1	8	Days of the week				tá sé ceathrú go dtí	it's a quarter to							
Giota Beag 1	8	Days of the week				ar a seacht a chlog	at 7 o'clock							
Giota Beag 1	8	Days of the week				ar ceathrú go dtí a (seacht)	at a quarter to (seven)							
Giota Beag 1	8	Days of the week				ar leath I ndiaidh	at half past							
Giota Beag 1	8	Days of the week				Dé Luain	Monday					je luan		
Giota Beag 1	8	Days of the week				Dé Máirt	Tuesday					je mwarch		
Giota Beag 1	8	Days of the week				Dé Céadaoin	Wednesday					je ceadine		
Giota Beag 1	8	Days of the week				Déardaoin	Thursday					jeardine		
Giota Beag 1	8	Days of the week				Dé hAoine	Friday					je heanya		
Giota Beag 1	8	Days of the week				Dé Sathairn	Saturday					je sahern		
Giota Beag 1	8	Days of the week				Dé Domhnaigh	Sunday					je doughny		
Giota Beag 1	8	Days of the week				beidh ceilí ann	there will be a ceili							
Giota Beag 1	8	Days of the week				beidh diosco ann Dé Máirt	there will be a disco on Tuesday							
Giota Beag 1	8	Days of the week				beidh Blas ann	Blas will be on							
Giota Beag 1	8	Days of the week				ar leath i ndiaidh a seacht	at half past seven							
Giota Beag 1	8	Days of the week				ar a seacht a chlog go dtí a hocht a chlog	at 7 o'clock to 8 o'clock					???may not be right		
Giota Beag 1	8	Days of the week				rua	red haired							
Giota Beag 1	8	Days of the week				fionn	fair haired							
Giota Beag 1	8	Days of the week				sláinte!	cheers!							
Giota Beag 1	9	Today, tomorrow yesterday				Tá Blas ann	Blas is on (at this minute)							
Giota Beag 1	9	Today, tomorrow yesterday				bhí Blas ann	Blas was on					vee Blas on		
Giota Beag 1	9	Today, tomorrow yesterday				beidh Blas ann	Blas will be on					bay Blas on		
Giota Beag 1	9	Today, tomorrow yesterday				inné	yesterday					in-ay		
Giota Beag 1	9	Today, tomorrow yesterday				aréir	last night					a-rare		
Giota Beag 1	9	Today, tomorrow yesterday				inniu	today					in-u		
Giota Beag 1	9	Today, tomorrow yesterday				anocht	tonight					anokt		
Giota Beag 1	9	Today, tomorrow yesterday				amárach	tomorrow					amwarach		
Giota Beag 1	9	Today, tomorrow yesterday				bhí Blas ann inné	Blas was on yesterday							
Giota Beag 1	9	Today, tomorrow yesterday				maith go leor	alright/okay					my go lyor		
Giota Beag 1	10	Phone calls				guthán	phone					guhan		
Giota Beag 1	10	Phone calls				uimhir	number					ever		
Giota Beag 1	10	Phone calls				uimhir ghutháin	phone number					ever goohan??		
Giota Beag 1	10	Phone calls				Cad é an uimhir ghutháin atá agat?	what's your phone number?							
Giota Beag 1	10	Phone calls				scairt ghutháin	phone call							
Giota Beag 1	10	Phone calls				cuir scairt ghutháin orm	phone me					koor scart..		
Giota Beag 1	10	Phone calls				ba mhaith liom labhairt le ...	I'd like to speak to ...					ba why lum lortch le		
Giota Beag 1	10	Phone calls				Cé atá ag caint?	who's speaking?							
Giota Beag 1	10	Phone calls				MUSICAL INSTRUMENTS								
Giota Beag 1	10	Phone calls				bodhrán	bodhran					boaran		
Giota Beag 1	10	Phone calls				píb uillinn	uillean pipes					peeb illan		
Giota Beag 1	10	Phone calls				bosca ceoil	squeeze box					boxa ceoil		
